ingredient,predicate,disease,pmid,year,pubmed_url,title
walnut,protective_against,prostatic neoplasms,40449047,2025,https://pubmed.ncbi.nlm.nih.gov/40449047/,multiclass ensemble framework for enhanced prostate gland segmentation: integrating self-onn decoders with efficientnet.
vitamin e,protective_against,breast neoplasms,40504774,2025,https://pubmed.ncbi.nlm.nih.gov/40504774/,δ-tocotrienol potentiates breast and prostate cancer cells to paclitaxel via suppressing pd-l1-mediated cancer-promoting signaling.
vitamin e,protective_against,prostate cancer,40504774,2025,https://pubmed.ncbi.nlm.nih.gov/40504774/,δ-tocotrienol potentiates breast and prostate cancer cells to paclitaxel via suppressing pd-l1-mediated cancer-promoting signaling.
vitamin e,protective_against,prostatic neoplasms,40504774,2025,https://pubmed.ncbi.nlm.nih.gov/40504774/,δ-tocotrienol potentiates breast and prostate cancer cells to paclitaxel via suppressing pd-l1-mediated cancer-promoting signaling.
selenium,protective_against,prostate cancer,41148594,2025,https://pubmed.ncbi.nlm.nih.gov/41148594/,"the association between selenium levels and risk of prostate cancer: a systematic review and meta-analysis of 16,964 participants (1980-2024)."
selenium,protective_against,prostatic neoplasms,41148594,2025,https://pubmed.ncbi.nlm.nih.gov/41148594/,"the association between selenium levels and risk of prostate cancer: a systematic review and meta-analysis of 16,964 participants (1980-2024)."
lycopene,protective_against,cardiovascular diseases,41214650,2025,https://pubmed.ncbi.nlm.nih.gov/41214650/,lycopene intake and prostate cancer risk in men at high cardiovascular risk: a prospective cohort study.
lycopene,protective_against,cardiovascular disease,41214650,2025,https://pubmed.ncbi.nlm.nih.gov/41214650/,lycopene intake and prostate cancer risk in men at high cardiovascular risk: a prospective cohort study.
lycopene,protective_against,prostate cancer,41214650,2025,https://pubmed.ncbi.nlm.nih.gov/41214650/,lycopene intake and prostate cancer risk in men at high cardiovascular risk: a prospective cohort study.
lycopene,protective_against,heart disease risk factors,41214650,2025,https://pubmed.ncbi.nlm.nih.gov/41214650/,lycopene intake and prostate cancer risk in men at high cardiovascular risk: a prospective cohort study.
lycopene,protective_against,prostatic neoplasms,41214650,2025,https://pubmed.ncbi.nlm.nih.gov/41214650/,lycopene intake and prostate cancer risk in men at high cardiovascular risk: a prospective cohort study.
garlic,protective_against,prostate cancer,40004239,2025,https://pubmed.ncbi.nlm.nih.gov/40004239/,mechanism of action and interaction of garlic extract and established therapeutics in prostate cancer.
garlic,protective_against,prostatic neoplasms,40004239,2025,https://pubmed.ncbi.nlm.nih.gov/40004239/,mechanism of action and interaction of garlic extract and established therapeutics in prostate cancer.
lactose,protective_against,prostatic neoplasms,39879182,2025,https://pubmed.ncbi.nlm.nih.gov/39879182/,the impact of specialised gastroenterology services for pelvic radiation disease (prd): results from the prospective multi-centre eagle study.
lactose,protective_against,prostate cancer,39879182,2025,https://pubmed.ncbi.nlm.nih.gov/39879182/,the impact of specialised gastroenterology services for pelvic radiation disease (prd): results from the prospective multi-centre eagle study.
lactose,protective_against,lactose intolerance,39879182,2025,https://pubmed.ncbi.nlm.nih.gov/39879182/,the impact of specialised gastroenterology services for pelvic radiation disease (prd): results from the prospective multi-centre eagle study.
resveratrol,protective_against,prostate cancer,41062899,2025,https://pubmed.ncbi.nlm.nih.gov/41062899/,nano-phytochemical-based formulations as promising opportunities for prostate cancer therapy and management: a comprehensive narrative review.
resveratrol,protective_against,prostatic neoplasms,41062899,2025,https://pubmed.ncbi.nlm.nih.gov/41062899/,nano-phytochemical-based formulations as promising opportunities for prostate cancer therapy and management: a comprehensive narrative review.
cruciferous vegetables,protective_against,prostate cancer,39549984,2024,https://pubmed.ncbi.nlm.nih.gov/39549984/,effects of sulforaphane on prostate cancer stem cells-like properties: in vitro and molecular docking studies.
cruciferous vegetables,protective_against,prostatic neoplasms,39549984,2024,https://pubmed.ncbi.nlm.nih.gov/39549984/,effects of sulforaphane on prostate cancer stem cells-like properties: in vitro and molecular docking studies.
cruciferous vegetables,protective_against,prostate cancer,38438917,2024,https://pubmed.ncbi.nlm.nih.gov/38438917/,optimizing combination therapy in prostate cancer: mechanistic insights into the synergistic effects of paclitaxel and sulforaphane-induced apoptosis.
cruciferous vegetables,protective_against,prostatic neoplasms,38438917,2024,https://pubmed.ncbi.nlm.nih.gov/38438917/,optimizing combination therapy in prostate cancer: mechanistic insights into the synergistic effects of paclitaxel and sulforaphane-induced apoptosis.
lactose,protective_against,prostatic neoplasms,39879182,2025,https://pubmed.ncbi.nlm.nih.gov/39879182/,the impact of specialised gastroenterology services for pelvic radiation disease (prd): results from the prospective multi-centre eagle study.
lactose,protective_against,prostate cancer,39879182,2025,https://pubmed.ncbi.nlm.nih.gov/39879182/,the impact of specialised gastroenterology services for pelvic radiation disease (prd): results from the prospective multi-centre eagle study.
lactose,protective_against,lactose intolerance,39879182,2025,https://pubmed.ncbi.nlm.nih.gov/39879182/,the impact of specialised gastroenterology services for pelvic radiation disease (prd): results from the prospective multi-centre eagle study.
linoleic acid,protective_against,prostate cancer,40660235,2025,https://pubmed.ncbi.nlm.nih.gov/40660235/,multiomics analysis revealed the regulatory role of chenodeoxycholic acid in fatty acid metabolism and lipid homeostasis.
linoleic acid,protective_against,prostatic neoplasms,40660235,2025,https://pubmed.ncbi.nlm.nih.gov/40660235/,multiomics analysis revealed the regulatory role of chenodeoxycholic acid in fatty acid metabolism and lipid homeostasis.
oleic acid,protective_against,prostate cancer,40853234,2025,https://pubmed.ncbi.nlm.nih.gov/40853234/,use of nanoemulsion for co-delivery of silibinin and cabazitaxel for prostate cancer treatment.
oleic acid,protective_against,prostatic neoplasms,40853234,2025,https://pubmed.ncbi.nlm.nih.gov/40853234/,use of nanoemulsion for co-delivery of silibinin and cabazitaxel for prostate cancer treatment.
sunflower oil,protective_against,local,37787025,2023,https://pubmed.ncbi.nlm.nih.gov/37787025/,effects of omega-3 supplementation on psychological symptoms in men with prostate cancer: secondary analysis of a double-blind placebo-controlled randomized trial.
sunflower oil,protective_against,anxiety,37787025,2023,https://pubmed.ncbi.nlm.nih.gov/37787025/,effects of omega-3 supplementation on psychological symptoms in men with prostate cancer: secondary analysis of a double-blind placebo-controlled randomized trial.
sunflower oil,protective_against,depression,37787025,2023,https://pubmed.ncbi.nlm.nih.gov/37787025/,effects of omega-3 supplementation on psychological symptoms in men with prostate cancer: secondary analysis of a double-blind placebo-controlled randomized trial.
sunflower oil,protective_against,neoplasm recurrence,37787025,2023,https://pubmed.ncbi.nlm.nih.gov/37787025/,effects of omega-3 supplementation on psychological symptoms in men with prostate cancer: secondary analysis of a double-blind placebo-controlled randomized trial.
sunflower oil,protective_against,prostate cancer,37787025,2023,https://pubmed.ncbi.nlm.nih.gov/37787025/,effects of omega-3 supplementation on psychological symptoms in men with prostate cancer: secondary analysis of a double-blind placebo-controlled randomized trial.
sunflower oil,protective_against,prostatic neoplasms,37787025,2023,https://pubmed.ncbi.nlm.nih.gov/37787025/,effects of omega-3 supplementation on psychological symptoms in men with prostate cancer: secondary analysis of a double-blind placebo-controlled randomized trial.
polyphenol,protective_against,prostate cancer,41109942,2025,https://pubmed.ncbi.nlm.nih.gov/41109942/,curcumin in prostate cancer: a systematic review of molecular mechanisms and nanoformulated therapeutic strategies.
polyphenol,protective_against,prostatic neoplasms,41109942,2025,https://pubmed.ncbi.nlm.nih.gov/41109942/,curcumin in prostate cancer: a systematic review of molecular mechanisms and nanoformulated therapeutic strategies.
carboxymethylcellulose,protective_against,prostate cancer,37909596,2023,https://pubmed.ncbi.nlm.nih.gov/37909596/,use of nanoparticles in animal models for prostate cancer treatment: a systematic review.
carboxymethylcellulose,protective_against,prostatic neoplasms,37909596,2023,https://pubmed.ncbi.nlm.nih.gov/37909596/,use of nanoparticles in animal models for prostate cancer treatment: a systematic review.
black pepper,associated_with,prostate cancer,30575945,2018,https://pubmed.ncbi.nlm.nih.gov/30575945/,potential of piperine in modulation of voltage-gated k+ current and its influences on cell cycle arrest and apoptosis in human prostate cancer cells.
black pepper,associated_with,prostatic neoplasms,30575945,2018,https://pubmed.ncbi.nlm.nih.gov/30575945/,potential of piperine in modulation of voltage-gated k+ current and its influences on cell cycle arrest and apoptosis in human prostate cancer cells.
biotin,associated_with,prostate cancer,40849720,2025,https://pubmed.ncbi.nlm.nih.gov/40849720/,metcam/muc18 is a biomarker and therapeutic target for prostate cancer.
biotin,associated_with,prostatic neoplasms,40849720,2025,https://pubmed.ncbi.nlm.nih.gov/40849720/,metcam/muc18 is a biomarker and therapeutic target for prostate cancer.
piperine,associated_with,prostate cancer,40253525,2025,https://pubmed.ncbi.nlm.nih.gov/40253525/,nanoparticles with curcumin and piperine modulate steroid biosynthesis in prostate cancer.
piperine,associated_with,prostatic neoplasms,40253525,2025,https://pubmed.ncbi.nlm.nih.gov/40253525/,nanoparticles with curcumin and piperine modulate steroid biosynthesis in prostate cancer.
black pepper,associated_with,prostatic neoplasms,31047869,2019,https://pubmed.ncbi.nlm.nih.gov/31047869/,piperine blocks voltage gated k
ginger,associated_with,prostate cancer,40992974,2025,https://pubmed.ncbi.nlm.nih.gov/40992974/,deciphering the role of zingiber officinale phytochemicals for the treatment of prostate cancer: interactions of phytochemicals with androgen receptor prostate cancer mutant h874y ligand binding domain.
ginger,associated_with,prostatic neoplasms,40992974,2025,https://pubmed.ncbi.nlm.nih.gov/40992974/,deciphering the role of zingiber officinale phytochemicals for the treatment of prostate cancer: interactions of phytochemicals with androgen receptor prostate cancer mutant h874y ligand binding domain.
pistachio,associated_with,prostate cancer,38963105,2024,https://pubmed.ncbi.nlm.nih.gov/38963105/,
pistachio,associated_with,prostatic neoplasms,38963105,2024,https://pubmed.ncbi.nlm.nih.gov/38963105/,
carrot,associated_with,lung neoplasms,39332616,2025,https://pubmed.ncbi.nlm.nih.gov/39332616/,"investigating the antioxidant and anticancer potential of daucus spp. extracts against human prostate cancer cell line c4-2, and lung cancer cell line a549."
carrot,associated_with,lung cancer,39332616,2025,https://pubmed.ncbi.nlm.nih.gov/39332616/,"investigating the antioxidant and anticancer potential of daucus spp. extracts against human prostate cancer cell line c4-2, and lung cancer cell line a549."
carrot,associated_with,prostate cancer,39332616,2025,https://pubmed.ncbi.nlm.nih.gov/39332616/,"investigating the antioxidant and anticancer potential of daucus spp. extracts against human prostate cancer cell line c4-2, and lung cancer cell line a549."
carrot,associated_with,prostatic neoplasms,39332616,2025,https://pubmed.ncbi.nlm.nih.gov/39332616/,"investigating the antioxidant and anticancer potential of daucus spp. extracts against human prostate cancer cell line c4-2, and lung cancer cell line a549."
annatto,associated_with,prostate cancer,29225320,2017,https://pubmed.ncbi.nlm.nih.gov/29225320/,combination effect of δ-tocotrienol and γ-tocopherol on prostate cancer cell growth.
annatto,associated_with,prostatic neoplasms,29225320,2017,https://pubmed.ncbi.nlm.nih.gov/29225320/,combination effect of δ-tocotrienol and γ-tocopherol on prostate cancer cell growth.
